EquivalentDiameters	AvgEulerAngles_0	AvgEulerAngles_1	AvgEulerAngles_2
8.5190754	3.4930553	0.23433994	2.3559022
8.058239	1.8693827	0.63184834	4.3996038
18.089294	3.1294858	1.5095141	2.7222297
9.0972834	5.158186	1.122489	1.4614472
12.615663	6.1320682	0.54811317	0.66453499
8.9562321	5.3440166	0.6564492	1.1298983
8.136858	4.8689895	0.36808437	0.75084865
9.8369818	1.115098	0.57076705	5.8059692
10.217908	5.5985813	1.3933614	1.1846172
9.6408758	0.37506548	0.79801154	5.4744062
8.5934801	2.4042194	0.47745228	3.3598511
11.340071	1.5945603	0.045500316	4.4211683
8.3682842	1.4950378	0.5148313	5.1997437
18.881395	1.9020978	0.49308717	5.1225071
8.6672449	4.3204746	0.070541985	1.8910851
10.155413	5.6099143	0.32048535	0.28615391
11.507255	1.7698087	0.80791456	3.9066832
13.54055	5.3859906	0.90491313	1.081339
10.341766	4.9263105	0.42787224	1.2366792
17.371178	3.5994473	0.46520999	2.9494443
10.645108	1.0732647	1.1287378	4.7635512
13.493452	5.0788646	0.54225069	1.7159969
10.09253	2.4828279	0.40771669	3.7332027
9.0972834	5.3885112	0.89633346	0.66921401
8.5190754	1.0727994	0.45993829	5.67804
8.4440165	0.32245722	0.63063663	5.9709148
11.227231	5.4610825	0.83561695	1.4005786
13.255454	4.649653	0.28256401	1.5419275
10.823032	0.51419485	0.39211825	6.0707598
8.6672449	4.6773763	0.28046069	1.6472681
15.716503	6.059845	0.62207299	5.8807397
8.9562321	6.274581	0.30824679	0.19227442
8.136858	6.104177	1.2069993	0.40174016
9.0270329	2.9945009	0.88484311	3.6780047
11.227231	2.1366918	0.41297245	4.1407037
9.3730211	5.8204579	0.60518914	6.1470733
12.463355	5.9885206	0.78561354	0.43622428
11.888212	1.6798	0.55299038	4.3286295
10.704744	0.14791673	0.51188219	5.9425626
15.59451	2.4515765	0.28751969	3.3463023
9.3048534	0.35888323	0.66537631	0.26871687
13.159049	2.4767511	0.56395781	4.2129102
10.029253	3.9029071	0.8643102	1.8902326
12.41217	5.9429388	0.51265001	0.50604367
10.52482	1.2854977	0.14393555	5.6271887
7.9788456	2.1033795	0.29552808	3.465764
9.6408758	3.6548095	0.26248771	2.4270649
13.061934	5.8075624	0.71350044	0.80167627
9.3048534	3.8660975	1.0228333	2.0655668
10.881695	4.1487188	1.1326746	2.6220505
12.96409	4.9397354	0.69653177	1.5306426
9.166996	1.6921071	1.3156548	4.5408516
9.4406977	3.3854699	1.2686268	3.1116199
9.9014874	0.14604774	0.59990132	5.5206909
17.297726	2.4939213	0.54307908	4.0363379
11.340071	5.5711451	1.0452631	0.99027956
14.712265	4.9755244	0.494104	1.509311
8.2918596	3.110038	1.2619047	3.3706057
10.764051	4.6932049	1.3733931	1.3947358
9.3048534	1.7433311	0.2587088	5.2845335
21.439203	0.22208676	0.19703302	6.1717973
8.740387	3.5736487	0.87199849	2.703706
13.351163	3.0024004	1.1197199	3.7931809
9.7066851	2.5274093	0.69553608	4.0283937
11.617374	5.5609932	1.356245	0.32751384
12.257335	5.885994	0.52569699	0.044118784
8.6672449	1.8716778	0.52561212	4.2899942
10.645108	0.16880846	1.0204666	0.039168213
15.471556	1.6086798	0.6413551	4.502955
9.4406977	0.073054016	0.51351017	5.5756803
8.5190754	0.83244318	0.63639802	5.5708594
10.704744	5.8656974	0.70008427	0.60140496
10.881695	3.0784585	0.69814169	2.7788992
19.511499	1.6471604	0.39404985	4.6052575
11.170383	2.7385991	0.57572234	2.9548607
26.099485	5.3262138	0.65264016	0.48552293
8.058239	0.062041264	0.71871871	5.5420933
11.170383	5.8440361	0.60941547	6.1942115
9.6408758	1.5432007	0.47122049	4.1775508
11.562446	1.0707107	1.1313006	4.7642884
9.166996	3.1112266	1.2398481	3.4642591
13.493452	2.0519042	0.48030347	4.2603126
17.661928	0.31727389	1.0796912	0.18853779
9.9655752	4.5761347	0.22029035	1.7182611
11.941643	3.3044274	0.449635	2.5359917
11.396071	5.0448031	0.76851737	0.75239539
13.727325	2.2548614	1.2510352	4.1459708
12.463355	2.6583121	1.3337282	3.308816
8.2918596	2.205647	1.5216867	4.0235491
9.5078917	4.90449	0.59342688	1.2972831
16.155931	6.0973649	0.79450512	0.024839751
10.940042	3.5168383	0.1981786	2.6040962
9.9014874	4.4795647	0.62730747	1.0973945
19.5441	2.6448977	0.63532877	3.7543826
9.9655752	5.0430555	0.6053254	1.2802669
10.881695	3.9186223	0.055515949	2.1756029
11.72646	5.4654183	0.36506858	1.0851372
11.72646	3.3032107	0.64076042	3.0536497
9.8369818	3.7528024	0.79863107	2.6886098
9.0270329	2.60642	0.63167626	3.6896586
10.52482	5.9871759	0.35808039	5.8322821
10.09253	0.17445782	1.2233527	6.2206235
12.047792	5.306303	0.5481233	1.3108414
9.0972834	0.70660895	0.79659259	6.0760417
9.4406977	0.88889635	0.65332234	5.061893
11.283792	1.0548102	0.59409428	4.6020837
8.3682842	3.2514601	0.28207576	2.5850518
8.136858	3.9608288	0.34957343	2.5751059
12.91489	1.5673864	0.96532536	4.989553
9.7720499	0.64757407	1.2360246	5.7222509
8.8129225	2.9447219	1.0118512	3.077816
13.351163	0.27553204	0.54286814	5.6362009
10.998079	5.9524112	0.32417133	0.96931416
14.138551	0.93117982	0.11078013	5.0998588
17.947969	2.0732534	0.17970082	3.8854425
8.3682842	1.2255104	0.51720387	5.4907117
13.013103	2.2346592	0.8600561	4.2723403
9.7066851	3.4243026	0.62301052	2.165997
10.341766	0.3470189	0.28078344	5.2969174
11.170383	3.679342	0.62088639	1.9963251
10.029253	4.9193716	0.67970049	1.0469586
11.396071	0.64737302	1.5059024	5.6098962
12.41217	3.7135804	0.34254199	1.8907721
10.029253	0.71337926	0.35303262	5.239655
9.3048534	4.4908147	0.79011077	1.9860663
9.9014874	5.173429	1.2247757	1.4430999
8.8129225	1.1730155	0.84058344	5.7331271
13.110581	0.54886734	1.2110344	5.8926954
12.91489	5.7754879	0.71509725	0.089868955
10.280024	3.0473034	0.72779202	2.7591569
8.8129225	5.6999569	0.54589504	6.1506453
8.136858	6.0036302	0.64514422	0.27161282
8.3682842	1.7543288	1.3730499	4.2007298
11.83454	2.22558	0.38826188	4.2063599
10.998079	3.0537751	1.1098481	3.4522727
10.940042	1.4323006	0.58201265	5.4205461
14.048207	2.5056787	0.92265064	4.1751957
13.110581	0.93080121	0.72864252	5.624537
7.9788456	6.1925941	0.40100846	0.76664984
8.8848667	5.260756	0.68919694	0.7387408
21.079863	3.8121033	0.89785463	1.952181
7.9788456	3.7364764	0.83836973	2.4043226
9.9655752	5.4928298	1.347028	0.38160688
13.865755	4.9905529	1.2239162	0.90287268
10.940042	4.9738541	0.42485356	1.8287321
14.581872	5.4591727	0.17842783	1.3421625
10.280024	0.8158657	0.39670691	4.7957296
12.815924	0.72988689	0.81858164	5.8660831
16.037281	2.725024	1.4866604	3.8508296
13.159049	0.37461391	0.35535941	0.37700334
8.136858	1.8543468	0.4827911	4.7118707
11.283792	0.68156302	0.88169724	5.4819045
7.9788456	0.33325928	0.70695937	0.42238057
9.8369818	6.0413342	0.51696002	0.3270545
8.6672449	5.3555651	0.17598653	0.55097777
28.590555	1.9449861	0.81862193	3.9344811
13.255454	2.8152449	0.71008384	2.9778299
8.136858	4.7030287	0.38422912	1.0638673
9.8369818	4.6828632	0.79109287	2.1225481
14.841511	0.41606137	1.0580722	5.6983976
9.0270329	2.5878813	0.83393288	3.2741151
8.058239	2.6927848	0.98707527	3.148663
12.100518	3.2792301	0.2446543	3.6494908
10.341766	4.9440956	0.79713327	0.80813849
14.317527	4.3429141	0.57901013	1.8089281
8.8129225	4.479002	0.7852698	2.2389591
8.2918596	5.4819455	0.34580591	0.033813532
10.464158	2.8123138	0.76534134	3.1248102
9.4406977	2.6082451	0.37308028	4.1480436
11.672045	2.9955964	0.306813	3.2255874
11.113246	4.8042116	0.43009648	0.86855352
9.3048534	5.7733665	0.019198759	6.198596
11.994835	5.6160631	1.2558826	0.63821834
11.83454	0.027784904	0.28734505	5.8092551
11.507255	3.9482388	0.91822088	2.3344607
12.865501	5.8059564	0.58972025	0.26187351
11.617374	4.3583841	1.2640532	1.8295199
10.585135	6.2810488	0.52129716	0.022011239
12.565099	5.5346732	0.40587127	0.63244987
13.061934	3.7433972	0.084968969	3.0953016
13.255454	3.1007364	0.46027902	3.2661109
10.155413	2.5457287	0.90374792	3.8619828
16.155931	5.8283472	1.2097926	0.38917303
10.464158	0.93298393	0.95271695	5.8134751
9.7066851	5.3490906	0.4450272	0.90810019
15.797308	1.3293672	1.4918462	4.6568995
11.227231	6.2559142	0.56403947	0.7947827
16.312788	0.94309455	0.44118634	4.9347582
11.72646	2.3962817	0.39646822	3.2270517
13.061934	2.5568233	0.41456717	4.1662564
8.2147245	1.4819795	1.1818115	4.3821144
9.5078917	0.77336162	0.98836446	5.573278
9.9014874	4.5225196	0.37395588	2.1454241
15.096684	2.6543574	0.59591526	3.5728076
16.545286	0.0072470573	1.2472606	5.9004641
10.280024	3.096231	0.63209027	2.6843581
11.780624	5.0500383	0.40727538	0.60316491
17.517155	5.6545177	0.37755114	1.1857773
16.116478	5.3106966	0.42022589	1.1702616
10.155413	4.6892257	0.62853527	1.5792252
8.4440165	0.87867218	0.26892212	6.1894169
24.618326	2.120295	0.62393725	3.856154
13.061934	5.6413717	0.92179722	1.0703614
8.8848667	1.2843221	0.5834474	5.6519141
18.541162	3.2248566	0.2013303	3.8328888
9.3730211	2.522861	0.95541644	3.6690342
11.83454	5.2939963	0.31796086	0.38969091
9.7720499	3.7797339	1.4490718	2.9427955
14.581872	3.8893473	0.93239915	2.090461
11.888212	1.7961839	0.64971083	3.7385962
10.09253	0.26687536	0.65671825	0.31416553
8.6672449	5.062746	0.08001104	1.3711863
18.915081	4.1710219	0.078058839	1.362341
15.471556	5.3929381	0.45707691	0.62981021
10.029253	3.3377094	1.3245308	3.1825411
14.093451	3.2559168	0.71448994	3.4704173
14.317527	3.1349297	1.529981	2.7726555
14.272993	5.4477491	0.73409283	0.63995451
10.341766	2.0492756	0.88298339	3.7880638
13.255454	2.2579699	0.62573808	3.733382
14.22832	1.3686175	0.73618484	5.3467693
10.341766	1.9899637	0.85831344	4.1620841
15.756957	0.22045384	0.53799653	0.11443646
8.8129225	2.6945078	1.568541	3.1216862
